9,4.84467635991674,4.61226378306577,4.5,4.62132332452532,3,3.8067363092514,4.43666456777513,4.49224622897929,4.38362257223221,5,5,4.66812729645368,3.77593300892807,4.81877755746334,4.8511666377264,5,5.1009345152025,4.48511302301558,4.91437438318929,3.88127893290647,4.5,3.33039429542151,4.31282787839688,4.85040183247535,4,5,4.66062121908465,3.8674092181347,5,3.80078759371868,5,3.56215035318303,5,5,4,5,4,4.03536933361254,4.64704996311873,4.86561514008188,5,4.91868361843327,4.69612011156065,5,5,4.23429448380191,4.9887548242136,4.55100168335906,4.67054869384061,4.43363238782092,4.67633683057848,5,4.66666666666667,4.79720467877311,5,4.51197975396412,4,4.96699465504638,4.61112369405713,3.58636029103169,4.5,3.73277769713491,4,5,3,4.68845247281105,4.79391344341627,4.53230539113599,4.78890859060302,4.31671884206049,3.75950268165648,5,4.61800115127429,5,4.46240440695622,5,5,4.69718546317118,4.05172654355293,4.10083193337323,4.9179975823308,4.24129134645141,5,5,4.46326388793687,3.28919474388404,5,4.52814935600623,5,4.36627490552185,5,4.58914071858973,4.84025820325755,4.80539244844926,4.53626738968242,5.08440446299946,4.93535303693042,4.60107560136829,3,5,4.73203286197726,4.88610017390816,5,3.90775493643524,4.50467912609828,4.19673515675212,4.65552515717642,3.85753354763007,5,1.04832575006992,4.73408341725309,4.41088233881665,4.18708173783548,3.87850258626194,4.93483834098929,4.03486681778719,4.77593263578676,3,4.60664502814797,5.02239133270776,5,3.95066327672017,4.63179757012191,5,3.47758325726639
10,5,4.33333333333333,4.47183574658843,4.52978637255065,5,5,4.373865639798,4,4.28272082766926,3.59131437057204,4.41160480655955,4.57032541245535,3.76903789220149,4,5,4.57612531542433,5.00878554585739,4.39710436997279,4.84049377185196,3.88093455268609,5,1,4.24982097480557,4.74092196162596,4,4.96863546000306,4.59223371024753,3.80273080626221,4.67586283100799,3.79116361696645,5,3.55351532162287,3.99342106382897,5,4.36778953248921,4,5,3,4,4.72388057525609,4.59414566392885,5,4.61657924166026,4.67790938942492,5,4.10287315453088,4.8891706374183,4.46306276612753,4.60577996032072,4.35852593446687,5,4.46383745078195,4.65773772924025,5,4.52480313475466,4.44854544559718,4.64114467938601,5,5,3.55413851175808,4.6477450813638,4,4.49936140808417,4.76189988079431,4.10465790106312,5,5,4.44940849926973,4.71467089207373,5,2,4.35004107674339,5,4.66666666666667,4.41981638485676,4.31053587232309,4.66781527384151,3,3.98861931976535,3,4.8466230217268,4,4.26206146491708,4.92869053651913,4.36651943435495,3.29139024785437,4.34185506661671,4.44692427787741,5,5,4.54241002155906,4.53230827085444,4.76879332197596,4.72676581980426,4.45595713018177,4.99986638982942,4.85952228528667,5,4.16550072295249,4.9366683952039,5,4.81153806876531,4.83859202402809,4,4.44152495024489,4,4.47276986602111,3.83809396222932,4.429847349647,1.19629132077354,4.65904020600394,5,4.16065889066537,3.82625959405541,4.85518169978049,3.9635264829444,4.72057046597342,4.38997112409465,4.44215021542226,4.94473934555215,5,3.83996511709784,4.56655769152388,4.96920765507499,3.47807403053894
11,4.97786688128859,4,4.67105966522759,5,5,4,4,4.63426147578616,4.45497424995855,4,5,5,3.98818357451942,4.97856144202544,5,4.79650920912476,5.2315696732505,4.58681501791939,5.06830623796169,4,5,3.57058611788097,3,4.93343317609371,4.56351774532718,5.17527217146038,4.80976743505268,3.97622787533492,4.86932994330033,4.00937844670339,5,3.75836949184648,5,5,4.57650415968311,4,4.62051859380663,5,4.82820219819831,4.88877221568623,4.80696680808506,5,4.82636617470717,4.89103524813893,5.06165087546663,4.23922627906508,5.09868701791564,4.65676551573622,4.82710644508177,4.55657675183041,5,4.5,5,4.9183153521743,4.60076674940165,4.66159310085355,4.85586140753929,5.11249619680868,4.74887284112915,3.73957598946476,5,3.71377466687582,4.71262947606733,4.97900725462779,4.27950657846349,4.80453932397705,4,5,4.93468318726606,4.5,3.92557815120617,5,4.79646567131622,5,5,4.47609108405184,5,4.80888043015367,5,4.20836959742253,5.07686805249788,4.38262363262498,4.45671717414843,5.14530376824368,4.54720050389342,3.48954079942674,4.55856446944287,5,5,4.52745383157946,4.75040507589736,4.75579766998636,4.99432111985276,4.94387970815007,5,5,5.08686141444052,4,4.36886891091336,5.17077465828091,4.84787929511626,5.03706117186181,5.06420097785846,4.00624531510844,5,4.35283860952803,5,4.05101259226716,4,1.38969209896457,4.87506961978181,5,4.38705968215824,3,5,4.14112080252906,4.95650283591043,5,5,5,5,3.97772715962764,4.78515587801678,5.14872724456685,3.68595471441648
12,4.49991316057837,4.32191867728761,4.21331681703814,4.24274224749991,5,3.66820770202524,4.17163408310605,4.2111178932357,4,3.49578956541307,4.15683827427239,4.26476458717141,3.73305467908955,4.53272057561659,4,4.37021198503587,5,4.1209487582455,4.60385450199964,3.86366636977787,5,3.40291739133445,4.0475000621991,4.40044740977557,4.1745230373852,5,4.5,3.59738802145632,4.35283475863787,1,3.5,3.51333972600059,4,5,3,4,4,3.90446647126375,4.42754482707938,4.28901953175171,5,4,4.36430201974724,5,4.59280973888371,3,4.57705449511105,4.18683503473367,4.39680819271192,4.1203160507075,4.35269634035081,4.23234965748457,5,4.4333814128522,3.81718978300161,5,4.5,4.63216147756218,4,3.44488650181118,5,3.21385788134736,3,5,3.83889956133664,4,5,4,4.47751304302634,4.16304164234512,3.62257508487246,4.10371593520279,4.39662919085396,4.48881294551047,4.27657996047283,5,4.42916866126577,4.32659809214902,3.78709895671856,3.79816800653438,4.61729704353157,5,4.03263256246845,4.63323671628414,4.06490916548959,3.28403008745811,4.17349603971125,4,4.48843458535613,4.14123139929124,4.29979062700135,4.34688573936134,4.53952891698028,4.476704313321,4.20209969702307,4.73134902555363,4.61709230613677,3,3,5,5,4.57302435750976,4.59453962868574,3.61104419120055,4.23796958273324,4,3.91883166336987,3.76508494672105,4.22343267313951,1.62459656081381,5,4.08661629900434,4.06584796281284,5,4.60156578640833,3.73800057934282,5,3.5,3.94181611858522,4.69661884959221,4.56623138410651,3.49969747835844,4.35637050194643,4.53329594813964,3.4649394301005
13,5,5,4.50591408203995,4.53488726914392,4.79880054694717,3.93395046044203,4,4.50768130034596,4,3.74966962667557,4.44554014803637,4,4.01033297760488,4.85308545025363,4.77476395371448,4.67951768236829,5.04545650921353,4.40495475581331,4.92785479413575,4.15251169268529,5,3.66345364241417,4.33288084116269,4.69945761627269,4.4721620006869,4.94542312268384,4.66666666666667,4,5,5,4.80459771103541,3.77370896505216,4.19540356418957,4.33333333333333,5,4.66666666666667,4.45628887739275,4.18847838793812,5,5,4.66296480060512,5,4.66883287292024,4.5,4.66666666666667,3.94147834639012,4.89199024024674,4.47578741820052,4.70782764005384,4.40781874867583,5,4.66666666666667,4.5,5,5,4.54410919215921,4.70949935455097,4.9565922905911,4.60783754642995,3,4.5,3.41897533448512,4.58683356767168,4.8187723831565,4.10267313329649,5,5,3,4.79196694625716,4.46487922197695,3.88500347132615,4.38921269511521,5,4,5,4.23350270198884,4.73984913081088,4.62559594662086,4.05297837734424,4.06222725059301,4,5,4.31436366753067,5,4.34232472839412,5,4.47152095862257,4,4.79789792661051,4.43645715432252,5,5,4.85938225333084,4.78989217151219,4.494289094646,5,4.94154690181684,4.65321739101385,4.27106636558769,5.03309868376445,4.66783382445534,4.89453185731144,5,3.86146966629642,4.53755395609708,4.26701254452947,4.5,4.04131283852436,4.5216571379775,1.78673382415503,5,3,4.36264989224237,3.91638730574114,5,3.99794673657023,5,3,4.19141642587989,5.02652048516482,5,3.73101147690295,4.66423644672392,4.83337911986263,3.72419581250294
14,5,4.60105457123882,5,4.48249089728265,4.77575553148873,3.5,4.44663894208207,4.48374720489682,5,3.76254120821456,4.40472520389647,4.49739890417451,4.05032415820609,5,4.72365230856137,4.66122604795708,4.99846143098725,5,5,4.20184206163167,5,3.73301646877787,4.31132359514524,4,4.46398144257384,4.87779259709137,5,3.81934344434534,4.584795833626,4.06165686954509,5,3.80883798365547,4,4.81519514687333,4.43983464514706,4.30268357027976,5,5,4.74205424154095,4.46035406635803,4.63226649454543,4.85797829007376,4.63202490627678,4.69665798942641,5,4,4.83448972161024,4.42687759539455,4,4.37305413829124,4.62237986861169,3,4.68720960488074,5,5,4.52458344538432,4,4.92267209587518,4.57807710088813,3.70033210903209,5,3.3104203920014,4.56384662836807,4.78185446681166,4.0528645424151,5,4,4.43542773749133,4.7628157552581,4.47807395856764,3.89553548694481,4.35098070340259,5,5,4.58996254091135,4.15476769062745,4.70940299247111,4.57675490913193,5,4.02607388227946,5,4,4.28181433067748,4.90389253655882,4.28155160849148,3.57506412666131,4.46529663272726,5,4.74417198221189,5,5,4.64586627002353,4.83427081457195,4,4,5,4.91233005412947,5,4.25845383585854,5.00803851887997,4.62078085841024,4.86623084538116,4.88695744692984,3.82444008455197,4.51827626142141,4,3.99849520995652,5,3,1.98062068239452,5,4.33333333333333,4.38409641356753,4,4.88991908519207,5,5,4.46736359467296,4.04985714671765,4.99619823419879,3,1,4.64404456995286,4.72603147720162,3.76937009783262
15,4.68002844674148,5,4,4.36707100238619,4.70649515994946,4.5,4.38500368630536,4,4.03447084131437,3.75881511946455,4.30879504871791,4.3703446289637,4.08913689009186,5,4.60874686244847,5,4.88848862869524,4.24472526100259,4.82400593468457,4.25495819509801,4.84462440869484,3.82237688079241,4.5,4.48069154173623,4.42113370540853,4.73480337000268,4,3.74613385686156,4,4.09546385422005,4.66763876398293,5,4.22943628015553,4,4.37802127996527,4.22403096010085,4.31783075810329,4.20375182024462,4.70651978828895,5,4.55141220214341,5,4.54116118819033,4.60588996293171,4.80438775939124,3.63649935349189,5,4.31753741838433,5,4.28724668731114,4.53528612689396,4.4188534882019,5,4.59029989270598,1,4,4.5957288118301,4.83462310816688,4.49911696646854,3.6868619877032,4.66666666666667,3.11071226991401,5,3,3.94451859146582,3.5,5,5,5,5,3,4.25963734650713,4,4.70830292472457,4.56830958162415,3.99835205795793,4.62845311559472,4.46653888298833,3.96037735707535,3.94027947932824,5,5,4.20023852640776,4.78952169608113,4.15373129661398,3.62495416603792,5,4.34398203140572,5,4,5,4.59804210730927,4,5,5,4.92875128062813,4.83205597630934,5,5,5,4,4.78776147567086,4,3.73853988915309,5,4.21992764693313,3.7047063710157,4.08240046692791,4.43754714887108,2.28525136105267,5,4.24069619354745,4.39032120019084,3.85371492459589,4.80213682339234,3.8787135054449,5,5,3.79119241903476,4.91355971552171,4.75892464095064,3.48436856306437,4.58032796151375,4.51896452460609,3.81852874651038
16,5,5,4.43623593554466,4.43359265563981,4,4,4.45996438326908,4.48941517802459,4.0913441215057,3.83046190596896,4,4.4351782024988,4.17353128625718,4.84780541648522,4.67998857960512,4.67974868254252,4.96584659862064,4.30965361539571,4.90512648819326,4.34469070307258,4.92507375470836,3.90925415911134,4.31956510196387,4.54457927071275,4.49961597638118,5,4.66547024304994,3.80707981224791,5,4.17922643086335,5,3.91995023089147,4.31227810098008,4.8283145157223,4.4528210382117,4.29333823924077,4.3861757806911,4.28435227300775,4.79158502523151,4.29987084055549,4.62667718607669,5,4.61472283608367,4,5,3.67641065859134,4.77985494014502,4.38402251558508,4.70595678958632,4.35669155379961,5,4.491762862582,5,4.6626417164069,3.42339833759615,5,4.67162060169299,4.91424583101395,4.57366241843095,5,4.69707073497276,3.14041370690403,4.57225069994214,4.7660639609317,4.00398755572991,4,4.7161567205705,4.40399687678399,5,4.55483910816521,3.96050086789295,4.32771868199501,4.75493489483879,4.78790384888419,4.65280892981393,4.05162071743944,4.70518368487212,5,4.026287029439,3.5,4.92952167203706,5,3,4.86431659031814,4.21428839840379,3.70209865052645,4.50469566635138,4,4.69573347240429,4.46319885903897,4.5,5,4.84171153618428,4.74453973820697,4.42942548111458,5,4.91279950297081,5,4.5,5,4.58371362075152,4.86792570387032,4.88527044474296,3.79743003467629,4.53326576478611,4,3.73165946173573,4.16313416729345,3,2.37499819880508,5,4.30836888775031,4.4755969401169,3.92041998440951,5,3.94058989368792,4.90033402954954,4.5,3.82509307938093,5,5,3.52688058444378,4.65872763309304,4.57461125867811,3.89928176204507
17,4.82694391810675,5,4.5,4.49171495590865,5,4,5,4.56320383452953,4.13548611082667,3.91049329053727,4.44010958561438,4.48972040062417,4,5,4.7434931668231,4.76007966650678,5.03694221144274,4.366711255954,4.98525698724537,4.45327698453252,5,4.0198688168741,4.39131662205334,4.59511332578562,4,4.86165523957672,4.5,1,5,4.27830806875,5,4.01311133915507,4.66666666666667,4.90957423287488,4.52800140588728,3,4.44900840304529,4,4.88210806895179,4.32564134998266,5,5,4.68431158593815,5,4.96279817309819,3.69252941969194,4.841997590998,4.44298254672005,5,4.42238169688015,4.67994712860834,4.56224831864063,5,4.72878042854549,4,4.61617321009978,4.74506093657023,4.99105740640829,4.64607819518727,3.83107943369513,5,3.14494594215205,4.64811305238483,5,4.05520135113266,4.61082418654766,4,4.46637026069334,4.83802514961053,4.64892262705103,4.04182532428813,4.39107524349286,5,5,4.74470221419118,4,4.77976910063155,4.59765854179157,4.09063729397206,4.06125980621402,5.01171095982625,5,4.33378721356304,4.93189416203599,4.26391078099474,3.79606279852459,4,4.47647099180027,5,4.54451092409557,4.62388266888146,4.76349704400663,4.92164998909653,4.81790716770389,4.49393008832633,5.08566992200309,5,5,4.35887344309377,5.10091105572318,4.64745400484784,4.94673098600493,4.96343960651956,3.85123751772059,4.61028297229987,4.66666666666667,3.71950143546483,5,4.58918091770395,2.51995770709385,4.5,4.37122290513575,4.57239311564293,3.98839670124675,5,3.99803742403014,5,4.55933465107128,4,5.07572770161075,4.91103195401326,3.55122890928179,4.73768114456951,5,3.99719813932448
18,4.91257391901705,4.77039548079046,4.57720295490789,4.56339199234022,5,4.18680204238043,4.62397323432146,4.6503641888374,4.19236132878505,4.00152932577582,4.51633832477356,4.55790746425948,4.38623765273949,5.02666003966968,5,4.85426840032138,5.12307781005003,5,5.08000900289878,4.57392343433999,5.09650575501227,4.14102915764038,5,4.65975561014578,5,5,4.83395895336212,3.93443618315525,3,4.38911773478898,5,5,4.51393800338061,5.00517003835695,4.61639727036328,5,4,4.47761875292074,4.98662411620545,4.36528245842446,4.78643321901762,5.00465303941861,4.76779350861047,4.83682522590763,5.05572078928643,3.72064770287966,4.91876589032234,4.51531053318158,5,4.50118835805748,4,4.6461916105258,4.83582304157045,4.33333333333333,5,4.70663952393855,5,5,4.73218190900068,4,4,4,4.73757696033317,4.92526662845491,4.11868669352596,4.5,4,5,4.92858633735064,5,4.13456174692071,4.46750601692979,4.94745833012946,5,4.85008868520719,4.1389677299793,4.86843400082112,5,4.16702308628647,4.13156160625042,5,4,4.41175869595935,5.01425311052859,4.32655064386159,3.90026932284884,4.68422406789262,4.25,4.8349996383544,4.63892821547896,4.7074753594292,4,5.01600094055532,4.5,5,5.17730171380765,5.08586070333745,5,4.44714895836421,5.19917142672139,5,5.0400638872649,5.05620986596283,3.91655948363471,5,4.46488207537006,3.72019869134901,4.36096659861962,4,2.66948248249821,5,5,4.68196955223283,4.06796652363301,5,4.06739535609196,5.09610930902808,4.64899587211927,3.83942196107619,5,5,3.58687826921611,4.83045423549671,4.65453457758096,4.10592735559076
19,5,5,4,1,5,4,4.60328206815764,4.62497353356892,4.11893226342048,4,4.47207109829364,4.49287061744312,4.43211088935283,5,5,4.83523241274654,5.0720858352552,5,5.05119880622002,4.63027218205344,5,4.21983396512386,4,4.58146164122676,5,5,5,3.90284855587287,4.56158120551298,4.43163343034514,5,4.15763841875071,5,4.98200024678868,5,4.40637968496735,4,4.49707869453953,4.98513936802679,4.24322496286898,4.75353249191526,4.96458071026271,4.7280692844115,5,5,4,4.85599218367737,4.46200935773963,5,4.46366883680954,5,4.61351368485709,5,4.75983619140649,3.08480349520547,4.68618442515246,5,5.04618756040765,4.70031241897499,3,5,3.03969908232168,5,4.88546437234284,4.06427001170838,3,4.83379294108913,4.49539904592655,4.89745247043027,4.77219159840109,4.14748799169328,4.42610744108557,4.94485731134267,5,4.85733625836304,4.05227572761524,4.8358379461815,4.62019222211846,4.14027635058549,4.09238742170254,5.08321554650912,5,4.3766859901612,5,4.25995681810721,3.95141417810743,4.67860662314554,4,4.77641448947224,4.63099978342918,4.67097130152919,4.85125900796861,4.98940011981439,5,4.52871069079591,5.13644685343744,5.05469817788496,4.82638167184303,4,5.17267978437531,5,5.00991041807821,5,3.87634648192721,4.68056314010007,4.45811760985475,5,4.39092730266156,5,2.88661200122169,5,4.40540711646476,5,4.0534996713409,5.01180919467476,4.0291741858042,5.09052634258041,4.5,3.68253486969885,5.13849421876138,5,3.49375154862093,4.8092908756438,5,4.15750527872834
20,4.61566182512888,5,5,4,5,4.5,5,4.40747814358585,5,5,4.22776380108834,4.211962683834,4.34476133959587,4.77916060016911,4.49058411852242,4.62079934820035,4.79364541054622,4.12421732558137,4.81179772235888,4.55354616030429,4.8150436809755,4.19725122100627,4.24657643844694,4.27436304245583,4.48032746073131,4,5,4,4.26723103755482,5,5,4.07110824513193,4,4.75492563242542,4.38700086479238,4,4.23435577275865,4.36173649652679,5,3.87335508265733,5,4.70901010443632,4.48198200719154,4.54942891335571,4,3.26588968630289,4.565349023242,4.2024999481689,5,4.23131425704828,4,4.38388102789723,4.55738133279242,4.49618067726211,2.53605779646922,5,4.56044617016145,4.79386412716606,4.46881397689543,3.79323138799192,4.59868937360137,2.7181524863642,4.49432202961171,4.63333101736864,3,4.37855221321001,4.58385454923574,4.24602176463513,4.65981842989342,4,5,3,4.75465078232674,4,4.68740183191014,3.75056918013056,4.59799634717986,4.35495143073119,3.93864669164037,3.87112392310833,5,5,4.15181814051432,4.67963480942424,3.98511157038098,3.89121028686001,4.49319788621074,2,4.49598375530803,4.44339353617834,4,4.65125140547464,4.75613040006383,4.62217980569442,4.28426573985151,5,4.8111088197782,5,4,5,4.41015891455082,4.76974344121088,4.77963145839452,3.66140557769359,4,3,3.09392035715595,4,5,3.15265872078029,5,4.5,4.57400210273904,4,5,3.81192844888786,4.88970603291336,4,3.27365621919419,4.88967172867035,5,3.20192489781083,4.59216325110058,4.16136527021495,4.09030781321148
21,5,4.5,3,5,4.87357292705858,2.5,4,5,3.95507216300956,4.04005008761527,5,4,4.51789740924464,5,4.63746142398118,4.78383531144098,4.95305988397906,4.25810631605037,5,4.73757532782302,4.98067894109764,4.37523868676771,5,4.40629642984722,5,5,4,3.82731541643004,4.40106863812014,4.51037437899599,4.5,4.23252649152553,5,4.921579849195,4.54092521520228,4.32673194638732,4.37519623746313,5,4.97022342597968,3.97701084513755,3,4.66666666666667,4.63350601848413,4.70353579335315,4.94504720216331,3.34883391021371,4.71275059737034,4.33958097679928,5,5,4.63797559217929,4,4.71281137948182,5,1,4.63216173377219,4.71671398267719,4.95782236942525,5,3.93459264246883,4.75746901775188,3,5,4.79036478212787,3.94044188812817,4,5,4.38674810631486,4.82051744656715,5,4.16480010411906,4.32874484081582,4.92769392313565,5,4.86104994650751,4.5,4.75597997006599,4.49764462958827,4.07434113149666,5,5.01800161496231,4.35938239503954,4.29271690695469,4.83380688976062,4.11010849883211,3.5,4.65574266918753,4.40488408322055,4.64215207622252,4.6033982872788,4.58330156980456,4.81811162581478,4.92176127083379,4.77971562864336,4.4275058932617,5.03854401632291,4.97733080661344,5,5,5.10483625354268,5,5,4.9443620790994,4,4.62713122328361,5,3.15071632951728,4,5,3.33548399814732,5,4.30748029828456,5,4.0135424846008,5,3.93941976318724,5.06675973872482,4.57761432541752,3.34454864421924,5.05839007085448,4.5,3.2900304295803,5,4.27666604129312,4
